"region","Total Confirmed","Total Recovered","Total Deaths","Total Active","New Confirmed","New Recovered","New Deaths","New Active"
"US_Alabama",3734,0,99,3635,171,0,6,165
"US_Alaska",277,0,8,269,5,0,0,5
"Canada_Alberta",1732,0,46,1686,165,0,6,159
"United Kingdom_Anguilla",3,1,0,2,0,1,0,-1
"US_Arizona",3705,0,122,3583,163,0,7,156
"US_Arkansas",1410,0,29,1381,130,0,2,128
"Netherlands_Aruba",92,32,0,60,0,0,0,0
"Australia_Australian Capital Territory",102,59,2,41,-1,0,0,-1
"China_Beijing",589,484,8,97,0,5,0,-5
"United Kingdom_Bermuda",57,30,5,22,0,1,1,-2
"Netherlands_Bonaire, Sint Eustatius and Saba",3,0,0,3,0,0,0,0
"Canada_British Columbia",1490,0,69,1421,45,0,11,34
"United Kingdom_British Virgin Islands",3,2,0,1,0,0,0,0
"US_California",23931,0,715,23216,1136,0,74,1062
"United Kingdom_Cayman Islands",53,6,1,46,0,0,0,0
"United Kingdom_Channel Islands",436,48,9,379,5,0,0,5
"US_Colorado",7691,0,306,7385,384,0,17,367
"US_Connecticut",13381,0,602,12779,1346,0,48,1298
"Netherlands_Curacao",14,8,1,5,0,0,0,0
"US_Delaware",1758,0,41,1717,133,0,6,127
"US_Diamond Princess",49,0,0,49,0,0,0,0
"US_District of Columbia",1955,0,52,1903,80,0,2,78
"United Kingdom_Falkland Islands (Malvinas)",5,1,0,4,0,0,0,0
"Denmark_Faroe Islands",184,157,0,27,0,0,0,0
"US_Florida",21019,0,499,122520,1124,0,38,103086
"France_French Guiana",86,51,0,35,0,0,0,0
"France_French Polynesia",55,0,0,55,2,0,0,2
"China_Fujian",352,325,1,26,0,4,0,-4
"US_Georgia",13314,0,465,12849,862,0,32,830
"United Kingdom_Gibraltar",129,84,0,45,0,0,0,0
"US_Grand Princess",116,0,0,116,0,0,0,0
"Canada_Grand Princess",116,0,0,116,0,0,0,0
"Denmark_Greenland",11,11,0,0,0,0,0,0
"France_Guadeloupe",143,67,8,68,0,0,0,0
"US_Guam",133,0,5,128,0,0,0,0
"China_Guangdong",1555,1454,8,93,3,11,0,-8
"US_Hawaii",504,0,9,495,5,0,0,5
"China_Heilongjiang",740,470,13,257,56,0,0,56
"China_Hong Kong",1009,360,4,645,5,0,0,5
"China_Hubei",67803,64338,3221,244,0,57,2,-59
"US_Idaho",1425,0,27,1398,18,0,0,18
"US_Illinois",22024,0,798,21226,1172,0,78,1094
"US_Indiana",8359,0,350,8009,431,0,7,424
"China_Inner Mongolia",190,83,1,106,1,0,0,1
"US_Iowa",1709,0,41,1668,122,0,0,122
"United Kingdom_Isle of Man",242,131,2,109,14,19,0,-5
"China_Jilin",100,96,1,3,1,0,0,1
"US_Kansas",1390,0,62,1328,46,0,6,40
"US_Kentucky",2018,0,113,1905,55,0,16,39
"US_Louisiana",21016,0,884,20132,421,0,44,377
"US_Maine",698,0,19,679,65,0,0,65
"Canada_Manitoba",246,0,4,242,4,0,0,4
"France_Martinique",157,50,6,101,2,0,0,2
"US_Maryland",8936,0,262,8674,711,0,26,685
"US_Massachusetts",26867,0,844,26023,1392,0,88,1304
"France_Mayotte",207,59,3,145,11,0,0,11
"US_Michigan",25243,0,1594,23649,999,0,115,884
"US_Minnesota",1621,0,70,1551,0,0,0,0
"US_Mississippi",2942,0,98,2844,161,0,2,159
"US_Missouri",4515,0,123,4392,246,0,5,241
"US_Montana",394,0,7,387,7,0,1,6
"United Kingdom_Montserrat",11,1,0,10,2,1,0,1
"US_Nebraska",814,0,17,797,23,0,0,23
"US_Nevada",2990,0,114,2876,154,0,2,152
"Canada_New Brunswick",116,0,0,116,2,0,0,2
"France_New Caledonia",18,1,0,17,0,0,0,0
"US_New Hampshire",985,0,23,962,56,0,0,56
"US_New Jersey",64584,0,2443,62141,2734,0,93,2641
"US_New Mexico",1262,0,26,1236,17,0,0,17
"Australia_New South Wales",2863,4,25,2834,6,0,1,5
"US_New York",195749,0,10058,185691,6716,0,673,6043
"Canada_Newfoundland and Labrador",244,0,3,241,2,0,0,2
"US_North Carolina",4886,0,94,4792,316,0,5,311
"US_North Dakota",331,0,8,323,23,0,1,22
"US_Northern Mariana Islands",11,0,2,9,0,0,0,0
"Australia_Northern Territory",28,2,0,26,0,0,0,0
"Canada_Northwest Territories",5,0,0,5,0,0,0,0
"Canada_Nova Scotia",474,0,3,471,29,0,1,28
"US_Ohio",6975,0,274,6701,371,0,21,350
"US_Oklahoma",2068,0,99,1969,98,0,3,95
"Canada_Ontario",7470,0,291,7179,421,0,17,404
"US_Oregon",1583,0,53,1530,56,0,1,55
"US_Pennsylvania",24292,0,589,23703,1354,0,32,1322
"Canada_Prince Edward Island",25,0,0,25,0,0,0,0
"US_Puerto Rico",903,0,45,858,6,0,1,5
"Canada_Quebec",13557,0,360,13197,711,0,32,679
"Australia_Queensland",987,372,5,610,4,0,0,4
"US_Recovered",0,51240,0,-51240,0,11129,0,-11129
"Canada_Recovered",0,51240,0,-51240,0,11129,0,-11129
"France_Reunion",391,40,0,351,2,0,0,2
"US_Rhode Island",2665,0,63,2602,0,0,0,0
"France_Saint Barthelemy",6,4,0,2,0,0,0,0
"France_Saint Pierre and Miquelon",1,0,0,1,0,0,0,0
"Canada_Saskatchewan",300,0,4,296,2,0,0,2
"China_Shanghai",618,446,7,165,11,0,0,11
"Netherlands_Sint Maarten",50,5,9,36,0,0,0,0
"Australia_South Australia",429,179,4,246,0,0,0,0
"US_South Carolina",3391,0,82,3309,71,0,0,71
"US_South Dakota",867,0,6,861,137,0,0,137
"France_St Martin",32,11,2,19,0,0,0,0
"Australia_Tasmania",144,48,5,91,11,0,0,11
"US_Tennessee",5610,0,109,5501,102,0,3,99
"US_Texas",14274,0,305,13969,597,0,22,575
"China_Tianjin",184,164,3,17,1,3,0,-2
"United Kingdom_Turks and Caicos Islands",10,0,1,9,1,0,0,1
"US_Utah",2363,0,13,2350,64,0,0,64
"US_Vermont",748,0,28,720,21,0,1,20
"Australia_Victoria",1281,926,14,341,13,0,0,13
"US_Virgin Islands",51,0,1,50,0,0,0,0
"US_Virginia",5747,0,149,5598,473,0,8,465
"US_Washington",10635,0,513,10122,26,0,7,19
"US_West Virginia",609,0,8,601,16,0,2,14
"Australia_Western Australia",517,216,6,295,3,0,0,3
"US_Wisconsin",3427,0,154,3273,86,0,10,76
"US_Wyoming",275,0,1,274,5,0,1,4
"Canada_Yukon",8,0,0,8,0,0,0,0
"China_Zhejiang",1267,1239,1,27,0,1,0,-1
"Afghanistan",665,32,21,612,58,0,3,55
"Albania",467,232,23,212,21,15,0,6
"Algeria",1983,601,313,1069,69,10,20,39
"Andorra",646,128,29,489,8,0,0,8
"Angola",19,4,2,13,0,0,0,0
"Antigua and Barbuda",23,0,2,21,2,0,0,2
"Argentina",2208,515,97,1596,66,47,7,12
"Armenia",1039,211,14,814,26,14,1,11
"Australia_Australian Capital Territory",102,59,2,41,-1,0,0,-1
"Australia_New South Wales",2863,4,25,2834,6,0,1,5
"Australia_Northern Territory",28,2,0,26,0,0,0,0
"Australia_Queensland",987,372,5,610,4,0,0,4
"Australia_South Australia",429,179,4,246,0,0,0,0
"Australia_Tasmania",144,48,5,91,11,0,0,11
"Australia_Victoria",1281,926,14,341,13,0,0,13
"Australia_Western Australia",517,216,6,295,3,0,0,3
"Austria",14041,7343,368,6330,96,356,18,-278
"Azerbaijan",1148,289,12,847,50,39,1,10
"Bahamas",47,6,8,33,1,1,0,0
"Bahrain",1361,591,6,764,225,33,0,192
"Bangladesh",803,42,39,722,182,3,5,174
"Barbados",72,13,4,55,1,2,0,-1
"Belarus",2919,203,29,2687,341,0,3,338
"Belgium",30589,6707,3903,19979,942,244,303,395
"Belize",18,0,2,16,4,0,0,4
"Benin",35,5,1,29,0,0,0,0
"Bhutan",5,2,0,3,0,0,0,0
"Bolivia",330,2,27,301,30,0,3,27
"Bosnia and Herzegovina",1037,206,39,792,28,13,0,15
"Botswana",13,0,1,12,0,0,0,0
"Brazil",23430,173,1328,21929,1238,0,105,1133
"Brunei",136,107,1,28,0,1,0,-1
"Bulgaria",685,71,32,582,10,3,3,4
"Burkina Faso",497,161,27,309,0,0,0,0
"Burma",62,2,4,56,21,0,0,21
"Burundi",5,0,1,4,0,0,1,-1
"Cabo Verde",10,1,1,8,2,0,0,2
"Cambodia",122,77,0,45,0,0,0,0
"Cameroon",820,98,12,710,0,0,0,0
"Canada_Alberta",1732,0,46,1686,165,0,6,159
"Canada_British Columbia",1490,0,69,1421,45,0,11,34
"Canada_Grand Princess",13,0,0,13,0,0,0,0
"Canada_Manitoba",246,0,4,242,4,0,0,4
"Canada_New Brunswick",116,0,0,116,2,0,0,2
"Canada_Newfoundland and Labrador",244,0,3,241,2,0,0,2
"Canada_Northwest Territories",5,0,0,5,0,0,0,0
"Canada_Nova Scotia",474,0,3,471,29,0,1,28
"Canada_Ontario",7470,0,291,7179,421,0,17,404
"Canada_Prince Edward Island",25,0,0,25,0,0,0,0
"Canada_Quebec",13557,0,360,13197,711,0,32,679
"Canada_Recovered",0,7758,0,-7758,0,635,0,-635
"Canada_Saskatchewan",300,0,4,296,2,0,0,2
"Canada_Yukon",8,0,0,8,0,0,0,0
"Central African Republic",11,3,0,8,3,3,0,0
"Chad",23,2,0,21,5,0,0,5
"Chile",7525,2367,82,5076,312,308,2,2
"China_Beijing",589,484,8,97,0,5,0,-5
"China_Fujian",352,325,1,26,0,4,0,-4
"China_Guangdong",1555,1454,8,93,3,11,0,-8
"China_Heilongjiang",740,470,13,257,56,0,0,56
"China_Hong Kong",1009,360,4,645,5,0,0,5
"China_Hubei",67803,64338,3221,244,0,57,2,-59
"China_Inner Mongolia",190,83,1,106,1,0,0,1
"China_Jilin",100,96,1,3,1,0,0,1
"China_Shanghai",618,446,7,165,11,0,0,11
"China_Tianjin",184,164,3,17,1,3,0,-2
"China_Zhejiang",1267,1239,1,27,0,1,0,-1
"Colombia",2852,319,112,2421,76,49,3,24
"Congo (Brazzaville)",60,5,5,50,0,0,0,0
"Congo (Kinshasa)",235,17,20,198,1,1,0,0
"Costa Rica",612,62,3,547,17,6,0,11
"Cote d'Ivoire",626,89,6,531,52,4,1,47
"Croatia",1650,400,25,1225,50,27,2,21
"Cuba",726,121,21,584,57,29,3,25
"Cyprus",662,65,12,585,29,0,1,28
"Czechia",6059,519,143,5397,68,55,5,8
"Denmark_Faroe Islands",184,157,0,27,0,0,0,0
"Denmark_Greenland",11,11,0,0,0,0,0,0
"Denmark",6318,2235,285,3798,144,112,12,20
"Diamond Princess",712,619,11,82,0,0,0,0
"Djibouti",298,41,2,255,84,5,0,79
"Dominica",16,8,0,8,0,0,0,0
"Dominican Republic",3167,152,177,2838,200,21,4,175
"Ecuador",7529,597,355,6577,63,96,22,-55
"Egypt",2190,589,164,1437,125,0,5,120
"El Salvador",137,22,6,109,12,1,0,11
"Equatorial Guinea",21,4,0,17,0,1,0,-1
"Eritrea",34,0,0,34,0,0,0,0
"Estonia",1332,102,28,1202,23,4,3,16
"Eswatini",15,7,0,8,1,0,0,1
"Ethiopia",74,14,3,57,3,4,0,-1
"Fiji",16,0,0,16,0,0,0,0
"Finland",3064,300,59,2705,90,0,3,87
"France_French Guiana",86,51,0,35,0,0,0,0
"France_French Polynesia",55,0,0,55,2,0,0,2
"France_Guadeloupe",143,67,8,68,0,0,0,0
"France_Martinique",157,50,6,101,2,0,0,2
"France_Mayotte",207,59,3,145,11,0,0,11
"France",136779,27718,14967,94094,4188,532,574,3082
"France_New Caledonia",18,1,0,17,0,0,0,0
"France_Reunion",391,40,0,351,2,0,0,2
"France_Saint Barthelemy",6,4,0,2,0,0,0,0
"France_Saint Pierre and Miquelon",1,0,0,1,0,0,0,0
"France_St Martin",32,11,2,19,0,0,0,0
"Gabon",57,1,1,55,8,0,0,8
"Gambia",9,2,1,6,0,0,0,0
"Georgia",272,68,3,201,15,1,0,14
"Germany",130072,64300,3194,62578,2218,4000,172,-1954
"Ghana",566,4,8,554,0,0,0,0
"Greece",2145,269,99,1777,31,0,1,30
"Grenada",14,0,0,14,0,0,0,0
"Guatemala",156,19,5,132,1,0,0,1
"Guinea-Bissau",38,0,0,38,0,0,0,0
"Guinea",319,17,0,302,69,0,0,69
"Guyana",45,8,6,31,0,0,0,0
"Haiti",40,0,3,37,7,0,0,7
"Holy See",8,2,0,6,0,0,0,0
"Honduras",397,7,25,365,4,0,0,4
"Hungary",1458,120,109,1229,48,2,10,36
"Iceland",1711,933,8,770,10,44,0,-34
"India",10453,1181,358,8914,1248,101,27,1120
"Indonesia",4557,380,399,3778,316,21,26,269
"Iran",73303,45983,4585,22735,1617,2089,111,-583
"Iraq",1378,717,78,583,26,77,2,-53
"Ireland",10647,25,365,10257,992,0,31,961
"Israel",11586,1855,116,9615,441,228,13,200
"Italy",159516,35435,20465,103616,3153,1224,566,1363
"Jamaica",73,19,4,50,4,6,0,-2
"Japan",7370,784,123,6463,622,22,15,585
"Jordan",391,215,7,169,2,14,0,-12
"Kazakhstan",1091,138,12,941,140,39,2,99
"Kenya",208,40,9,159,11,15,1,-5
"Korea, South",10537,7447,217,2873,25,79,3,-57
"Kosovo",283,58,7,218,0,0,0,0
"Kuwait",1300,150,2,1148,66,8,1,57
"Kyrgyzstan",419,67,5,347,42,13,0,29
"Laos",19,0,0,19,0,0,0,0
"Latvia",655,16,5,634,4,0,0,4
"Lebanon",632,80,20,532,2,0,0,2
"Liberia",59,4,6,49,9,1,1,7
"Libya",26,9,1,16,1,0,0,1
"Liechtenstein",79,55,1,23,0,0,0,0
"Lithuania",1062,101,24,937,9,4,1,4
"Luxembourg",3292,500,69,2723,11,0,3,8
"Madagascar",106,21,0,85,0,1,0,-1
"Malawi",16,0,2,14,3,0,0,3
"Malaysia",4817,2276,77,2464,134,168,1,-35
"Maldives",20,14,0,6,0,0,0,0
"Mali",123,26,10,87,18,4,1,13
"Malta",384,44,3,337,6,0,0,6
"Mauritania",7,2,1,4,0,0,0,0
"Mauritius",324,42,9,273,0,0,0,0
"Mexico",4661,1843,296,2522,442,71,23,348
"Moldova",1712,107,35,1570,50,13,4,33
"Monaco",93,6,1,86,0,0,0,0
"Mongolia",17,4,0,13,1,0,0,1
"Montenegro",274,5,3,266,2,0,0,2
"Morocco",1763,203,126,1434,102,26,8,68
"Mozambique",21,2,0,19,0,0,0,0
"MS Zaandam",9,0,2,7,0,0,0,0
"Namibia",16,3,0,13,0,0,0,0
"Nepal",14,1,0,13,2,0,0,2
"Netherlands_Aruba",92,32,0,60,0,0,0,0
"Netherlands_Bonaire, Sint Eustatius and Saba",3,0,0,3,0,0,0,0
"Netherlands_Curacao",14,8,1,5,0,0,0,0
"Netherlands",26551,250,2823,23478,964,0,86,878
"Netherlands_Sint Maarten",50,5,9,36,0,0,0,0
"New Zealand",1349,546,5,798,19,75,1,-57
"Nicaragua",9,4,1,4,0,0,0,0
"Niger",529,75,12,442,0,0,0,0
"Nigeria",343,91,10,242,20,6,0,14
"North Macedonia",854,44,38,772,26,3,4,19
"Norway",6603,32,134,6437,78,0,6,72
"Oman",727,124,4,599,128,15,0,113
"Pakistan",5496,1095,93,4308,266,67,2,197
"Panama",3400,29,87,3284,166,6,8,152
"Papua New Guinea",2,0,0,2,0,0,0,0
"Paraguay",147,22,6,119,13,0,0,13
"Peru",9784,2642,216,6926,2265,844,23,1398
"Philippines",4932,242,315,4375,284,45,18,221
"Poland",6934,487,245,6202,260,48,13,199
"Portugal",16934,277,535,16122,349,0,31,318
"Qatar",3231,334,7,2890,252,59,0,193
"Romania",6633,914,331,5388,333,62,15,256
"Russia",18328,1470,148,16710,2558,179,18,2361
"Rwanda",127,42,0,85,1,17,0,-16
"Saint Kitts and Nevis",12,0,0,12,0,0,0,0
"Saint Lucia",15,4,0,11,0,0,0,0
"Saint Vincent and the Grenadines",12,1,0,11,0,0,0,0
"San Marino",356,53,35,268,0,0,0,0
"Sao Tome and Principe",4,0,0,4,0,0,0,0
"Saudi Arabia",4934,805,65,4064,472,44,6,422
"Senegal",291,178,2,111,11,7,0,4
"Serbia",4054,0,85,3969,424,0,5,419
"Seychelles",11,0,0,11,0,0,0,0
"Sierra Leone",10,0,0,10,0,0,0,0
"Singapore",2918,586,9,2323,386,26,1,359
"Slovakia",769,107,2,660,27,84,0,-57
"Slovenia",1212,152,55,1005,7,2,2,3
"Somalia",60,2,2,56,35,0,1,34
"South Africa",2272,410,27,1835,99,0,2,97
"South Sudan",4,0,0,4,0,0,0,0
"Spain",170099,64727,17756,87616,3268,2336,547,385
"Sri Lanka",217,56,7,154,7,0,0,7
"Sudan",29,4,4,21,10,2,2,6
"Suriname",10,6,1,3,0,2,0,-2
"Sweden",10948,381,919,9648,465,0,20,445
"Switzerland",25688,13700,1138,10850,273,1000,32,-759
"Syria",25,5,2,18,0,0,0,0
"Taiwan*",393,109,6,278,5,0,0,5
"Tanzania",49,7,3,39,17,2,0,15
"Thailand",2579,1288,40,1251,28,70,2,-44
"Timor-Leste",4,1,0,3,2,0,0,2
"Togo",77,29,3,45,1,0,0,1
"Trinidad and Tobago",113,16,8,89,0,0,0,0
"Tunisia",726,43,34,649,19,0,3,16
"Turkey",61049,3957,1296,55796,4093,511,98,3484
"Uganda",54,7,0,47,0,3,0,-3
"Ukraine",3102,97,93,2912,325,8,10,307
"United Arab Emirates",4521,852,25,3644,398,172,3,223
"United Kingdom_Anguilla",3,1,0,2,0,1,0,-1
"United Kingdom_Bermuda",57,30,5,22,0,1,1,-2
"United Kingdom_British Virgin Islands",3,2,0,1,0,0,0,0
"United Kingdom_Cayman Islands",53,6,1,46,0,0,0,0
"United Kingdom_Channel Islands",436,48,9,379,5,0,0,5
"United Kingdom_Falkland Islands (Malvinas)",5,1,0,4,0,0,0,0
"United Kingdom_Gibraltar",129,84,0,45,0,0,0,0
"United Kingdom_Isle of Man",242,131,2,109,14,19,0,-5
"United Kingdom_Montserrat",11,1,0,10,2,1,0,1
"United Kingdom",88621,0,11329,77292,4342,-344,717,3969
"United Kingdom_Turks and Caicos Islands",10,0,1,9,1,0,0,1
"Uruguay",480,231,8,241,0,0,1,-1
"US_Alabama_Autauga",19,0,1,18,0,0,0,0
"US_Alabama_Baldwin",72,0,1,71,1,0,0,1
"US_Alabama_Barbour",10,0,0,10,0,0,0,0
"US_Alabama_Bibb",17,0,0,17,1,0,0,1
"US_Alabama_Blount",14,0,0,14,1,0,0,1
"US_Alabama_Bullock",5,0,0,5,1,0,0,1
"US_Alabama_Butler",8,0,0,8,1,0,0,1
"US_Alabama_Calhoun",61,0,0,61,2,0,0,2
"US_Alabama_Chambers",212,0,8,204,14,0,0,14
"US_Alabama_Cherokee",9,0,0,9,1,0,0,1
"US_Alabama_Chilton",33,0,0,33,3,0,0,3
"US_Alabama_Choctaw",10,0,0,10,0,0,0,0
"US_Alabama_Clarke",19,0,0,19,0,0,0,0
"US_Alabama_Clay",14,0,0,14,0,0,0,0
"US_Alabama_Cleburne",12,0,0,12,0,0,0,0
"US_Alabama_Coffee",36,0,0,36,5,0,0,5
"US_Alabama_Colbert",10,0,1,9,1,0,0,1
"US_Alabama_Conecuh",5,0,0,5,0,0,0,0
"US_Alabama_Coosa",18,0,0,18,0,0,0,0
"US_Alabama_Covington",13,0,0,13,0,0,0,0
"US_Alabama_Crenshaw",3,0,0,3,0,0,0,0
"US_Alabama_Cullman",39,0,1,38,0,0,0,0
"US_Alabama_Dale",12,0,0,12,4,0,0,4
"US_Alabama_Dallas",14,0,0,14,0,0,0,0
"US_Alabama_DeKalb",27,0,0,27,1,0,0,1
"US_Alabama_Elmore",35,0,0,35,2,0,0,2
"US_Alabama_Escambia",8,0,0,8,0,0,0,0
"US_Alabama_Etowah",77,0,7,70,2,0,0,2
"US_Alabama_Fayette",4,0,0,4,0,0,0,0
"US_Alabama_Franklin",10,0,0,10,0,0,0,0
"US_Alabama_Geneva",1,0,0,1,0,0,0,0
"US_Alabama_Greene",18,0,0,18,1,0,0,1
"US_Alabama_Hale",15,0,0,15,0,0,0,0
"US_Alabama_Henry",13,0,0,13,2,0,0,2
"US_Alabama_Houston",47,0,1,46,3,0,0,3
"US_Alabama_Jackson",26,0,2,24,2,0,0,2
"US_Alabama_Jefferson",612,0,15,597,15,0,0,15
"US_Alabama_Lamar",8,0,0,8,0,0,0,0
"US_Alabama_Lauderdale",22,0,4,18,1,0,0,1
"US_Alabama_Lawrence",8,0,0,8,0,0,0,0
"US_Alabama_Lee",250,0,8,242,14,0,0,14
"US_Alabama_Limestone",37,0,0,37,0,0,0,0
"US_Alabama_Lowndes",15,0,0,15,1,0,0,1
"US_Alabama_Macon",15,0,1,14,1,0,0,1
"US_Alabama_Madison",187,0,3,184,0,0,0,0
"US_Alabama_Marengo",22,0,1,21,1,0,0,1
"US_Alabama_Marion",56,0,4,52,8,0,1,7
"US_Alabama_Marshall",102,0,2,100,5,0,0,5
"US_Alabama_Mobile",468,0,17,451,14,0,2,12
"US_Alabama_Monroe",7,0,1,6,1,0,0,1
"US_Alabama_Montgomery",135,0,5,130,16,0,1,15
"US_Alabama_Morgan",42,0,0,42,4,0,0,4
"US_Alabama_Perry",6,0,0,6,0,0,0,0
"US_Alabama_Pickens",23,0,0,23,1,0,0,1
"US_Alabama_Pike",21,0,0,21,1,0,0,1
"US_Alabama_Randolph",40,0,4,36,4,0,0,4
"US_Alabama_Russell",27,0,0,27,3,0,0,3
"US_Alabama_Shelby",230,0,5,225,18,0,0,18
"US_Alabama_St. Clair",43,0,0,43,1,0,0,1
"US_Alabama_Sumter",21,0,0,21,1,0,0,1
"US_Alabama_Talladega",38,0,1,37,4,0,1,3
"US_Alabama_Tallapoosa",101,0,5,96,3,0,1,2
"US_Alabama_Tuscaloosa",121,0,0,121,2,0,0,2
"US_Alabama_Unassigned",0,0,0,0,0,0,0,0
"US_Alabama_Walker",84,0,0,84,3,0,0,3
"US_Alabama_Washington",12,0,1,11,0,0,0,0
"US_Alabama_Wilcox",31,0,0,31,1,0,0,1
"US_Alabama_Winston",4,0,0,4,0,0,0,0
"US_Alaska_Anchorage",131,0,4,127,4,0,0,4
"US_Alaska_Bethel",1,0,0,1,0,0,0,0
"US_Alaska_Fairbanks North Star",79,0,1,78,0,0,0,0
"US_Alaska_Juneau",17,0,0,17,1,0,0,1
"US_Alaska_Kenai Peninsula",15,0,0,15,0,0,0,0
"US_Alaska_Ketchikan Gateway",15,0,0,15,0,0,0,0
"US_Alaska_Matanuska-Susitna",14,0,0,14,0,0,0,0
"US_Alaska_Petersburg",2,0,0,2,0,0,0,0
"US_Alaska_Prince of Wales-Hyder",1,0,0,1,0,0,0,0
"US_Alaska_Southeast Fairbanks",1,0,0,1,0,0,0,0
"US_Alaska_Unassigned",0,0,3,-3,0,0,0,0
"US_Alaska_Yukon-Koyukuk",1,0,0,1,0,0,0,0
"US_Arizona_Apache",89,0,0,89,17,0,0,17
"US_Arizona_Cochise",16,0,0,16,1,0,0,1
"US_Arizona_Coconino",253,0,21,232,10,0,6,4
"US_Arizona_Gila",3,0,0,3,0,0,0,0
"US_Arizona_Graham",2,0,0,2,0,0,0,0
"US_Arizona_Greenlee",2,0,0,2,0,0,0,0
"US_Arizona_La Paz",4,0,0,4,0,0,0,0
"US_Arizona_Maricopa",2020,0,52,1968,60,0,5,55
"US_Arizona_Mohave",40,0,0,40,10,0,0,10
"US_Arizona_Navajo",345,0,1,344,10,0,0,10
"US_Arizona_Pima",668,0,29,639,46,0,0,46
"US_Arizona_Pinal",168,0,0,168,5,0,0,5
"US_Arizona_Santa Cruz",10,0,0,10,2,0,0,2
"US_Arizona_Unassigned",0,0,18,-18,0,0,-4,4
"US_Arizona_Yavapai",65,0,1,64,2,0,0,2
"US_Arizona_Yuma",20,0,0,20,0,0,0,0
"US_Arkansas_Arkansas",2,0,0,2,0,0,0,0
"US_Arkansas_Ashley",11,0,0,11,1,0,0,1
"US_Arkansas_Baxter",4,0,0,4,0,0,0,0
"US_Arkansas_Benton",50,0,0,50,2,0,0,2
"US_Arkansas_Boone",3,0,0,3,0,0,0,0
"US_Arkansas_Bradley",7,0,0,7,0,0,0,0
"US_Arkansas_Carroll",2,0,0,2,0,0,0,0
"US_Arkansas_Chicot",5,0,0,5,0,0,0,0
"US_Arkansas_Clark",26,0,0,26,-1,0,0,-1
"US_Arkansas_Clay",1,0,0,1,0,0,0,0
"US_Arkansas_Cleburne",70,0,4,66,0,0,0,0
"US_Arkansas_Cleveland",8,0,0,8,0,0,0,0
"US_Arkansas_Columbia",3,0,0,3,0,0,0,0
"US_Arkansas_Conway",4,0,1,3,0,0,0,0
"US_Arkansas_Craighead",36,0,0,36,5,0,0,5
"US_Arkansas_Crawford",4,0,0,4,1,0,0,1
"US_Arkansas_Crittenden",103,0,2,101,10,0,0,10
"US_Arkansas_Cross",7,0,0,7,1,0,0,1
"US_Arkansas_Dallas",1,0,0,1,0,0,0,0
"US_Arkansas_Desha",6,0,0,6,0,0,0,0
"US_Arkansas_Drew",6,0,1,5,0,0,0,0
"US_Arkansas_Faulkner",57,0,1,56,-2,0,0,-2
"US_Arkansas_Franklin",1,0,0,1,0,0,0,0
"US_Arkansas_Garland",101,0,0,101,20,0,0,20
"US_Arkansas_Grant",10,0,0,10,0,0,0,0
"US_Arkansas_Greene",6,0,0,6,0,0,0,0
"US_Arkansas_Hempstead",5,0,1,4,0,0,0,0
"US_Arkansas_Hot Spring",8,0,0,8,0,0,0,0
"US_Arkansas_Howard",9,0,0,9,1,0,0,1
"US_Arkansas_Independence",6,0,0,6,1,0,0,1
"US_Arkansas_Izard",2,0,0,2,1,0,0,1
"US_Arkansas_Jefferson",100,0,4,96,5,0,1,4
"US_Arkansas_Johnson",13,0,0,13,0,0,0,0
"US_Arkansas_Lafayette",3,0,0,3,1,0,0,1
"US_Arkansas_Lawrence",11,0,1,10,0,0,0,0
"US_Arkansas_Lee",2,0,0,2,0,0,0,0
"US_Arkansas_Lincoln",56,0,0,56,45,0,0,45
"US_Arkansas_Logan",2,0,0,2,0,0,0,0
"US_Arkansas_Lonoke",29,0,0,29,-1,0,0,-1
"US_Arkansas_Madison",1,0,0,1,0,0,0,0
"US_Arkansas_Marion",1,0,0,1,0,0,0,0
"US_Arkansas_Miller",24,0,0,24,2,0,0,2
"US_Arkansas_Mississippi",7,0,0,7,0,0,0,0
"US_Arkansas_Monroe",2,0,0,2,0,0,0,0
"US_Arkansas_Nevada",1,0,0,1,0,0,0,0
"US_Arkansas_Newton",1,0,0,1,0,0,0,0
"US_Arkansas_Ouachita",5,0,0,5,0,0,0,0
"US_Arkansas_Perry",2,0,0,2,0,0,0,0
"US_Arkansas_Phillips",4,0,1,3,1,0,0,1
"US_Arkansas_Pike",2,0,0,2,0,0,0,0
"US_Arkansas_Poinsett",7,0,0,7,0,0,0,0
"US_Arkansas_Polk",6,0,0,6,0,0,0,0
"US_Arkansas_Pope",31,0,0,31,1,0,0,1
"US_Arkansas_Prairie",2,0,0,2,0,0,0,0
"US_Arkansas_Pulaski",273,0,10,263,17,0,1,16
"US_Arkansas_Randolph",8,0,0,8,0,0,0,0
"US_Arkansas_Saline",32,0,1,31,0,0,0,0
"US_Arkansas_Scott",1,0,0,1,0,0,0,0
"US_Arkansas_Searcy",6,0,0,6,0,0,0,0
"US_Arkansas_Sebastian",11,0,0,11,1,0,0,1
"US_Arkansas_Sevier",8,0,0,8,0,0,0,0
"US_Arkansas_Sharp",2,0,0,2,0,0,0,0
"US_Arkansas_St. Francis",34,0,0,34,2,0,0,2
"US_Arkansas_Stone",7,0,0,7,0,0,0,0
"US_Arkansas_Unassigned",36,0,0,36,11,0,0,11
"US_Arkansas_Union",17,0,0,17,-1,0,0,-1
"US_Arkansas_Van Buren",26,0,2,24,0,0,0,0
